candle_end_time,open,high,low,close,volume
2021-07-17 08:00:00,31383.86,31955.92,31164.31,31520.07,34012.242132
2021-07-18 08:00:00,31520.07,32435.0,31108.97,31778.56,35923.716186
2021-07-19 08:00:00,31778.57,31899.0,30407.44,30839.65,47340.468499
2021-07-20 08:00:00,30839.65,31063.07,29278.0,29790.35,61034.049017
2021-07-21 08:00:00,29790.34,32858.0,29482.61,32144.51,82796.265128
2021-07-22 08:00:00,32144.51,32591.35,31708.0,32287.83,46148.092433
2021-07-23 08:00:00,32287.58,33650.0,31924.32,33634.09,50112.863626
2021-07-24 08:00:00,33634.1,34500.0,33401.14,34258.14,47977.550138
2021-07-25 08:00:00,34261.51,35398.0,33851.12,35381.02,47852.928313
2021-07-26 08:00:00,35381.02,40550.0,35205.78,37237.6,152452.512724
2021-07-27 08:00:00,37241.33,39542.61,36383.0,39457.87,88397.267015
2021-07-28 08:00:00,39456.61,40900.0,38772.0,40019.56,101344.528441
2021-07-29 08:00:00,40019.57,40640.0,39200.0,40016.48,53998.439283
2021-07-30 08:00:00,40018.49,42316.71,38313.23,42206.37,73602.784805
2021-07-31 08:00:00,42206.36,42448.0,41000.15,41461.83,44849.791012
2021-08-01 08:00:00,41461.84,42599.0,39422.01,39845.44,53953.186326
2021-08-02 08:00:00,39850.27,40480.01,38690.0,39147.82,50837.351954
2021-08-03 08:00:00,39146.86,39780.0,37642.03,38207.05,57117.435853
2021-08-04 08:00:00,38207.04,39969.66,37508.56,39723.18,52329.35243
2021-08-05 08:00:00,39723.17,41350.0,37332.7,40862.46,84343.755621
2021-08-06 08:00:00,40862.46,43392.43,39853.86,42836.87,75753.941347
2021-08-07 08:00:00,42836.87,44700.0,42446.41,44572.54,73396.740808
2021-08-08 08:00:00,44572.54,45310.0,43261.0,43794.37,69329.092698
2021-08-09 08:00:00,43794.36,46454.15,42779.0,46253.4,74587.884845
2021-08-10 08:00:00,46248.87,46700.0,44589.46,45584.99,53814.643421
2021-08-11 08:00:00,45585.0,46743.47,45341.14,45511.0,52734.901977
2021-08-12 08:00:00,45510.67,46218.12,43770.0,44399.0,55266.108781
2021-08-13 08:00:00,44400.06,47886.0,44217.39,47800.0,48239.370431
2021-08-14 08:00:00,47799.99,48144.0,45971.03,47068.51,46114.359022
2021-08-15 08:00:00,47068.5,47372.27,45500.0,46973.82,42110.711334
2021-08-16 08:00:00,46973.82,48053.83,45660.0,45901.29,52480.574014
2021-08-17 08:00:00,45901.3,47160.0,44376.0,44695.95,57039.341629
2021-08-18 08:00:00,44695.95,46000.0,44203.28,44705.29,54099.415985
2021-08-19 08:00:00,44699.37,47033.0,43927.7,46760.62,53411.75392
2021-08-20 08:00:00,46760.62,49382.99,46622.99,49322.47,56850.352228
2021-08-21 08:00:00,49322.47,49757.04,48222.0,48821.87,46745.136584
2021-08-22 08:00:00,48821.88,49500.0,48050.0,49239.22,37007.887795
2021-08-23 08:00:00,49239.22,50500.0,49029.0,49488.85,52462.541954
2021-08-24 08:00:00,49488.85,49860.0,47600.0,47674.01,51014.594748
2021-08-25 08:00:00,47674.01,49264.3,47126.28,48973.32,44655.830342
2021-08-26 08:00:00,48973.32,49352.84,46250.0,46843.87,49371.277774
2021-08-27 08:00:00,46843.86,49149.93,46348.0,49069.9,42068.104965
2021-08-28 08:00:00,49069.9,49299.0,48346.88,48895.35,26681.063786
2021-08-29 08:00:00,48895.35,49632.27,47762.54,48767.83,32652.283473
2021-08-30 08:00:00,48767.84,48888.61,46853.0,46982.91,40288.35083
2021-08-31 08:00:00,46982.91,48246.11,46700.0,47100.89,48645.52737
2021-09-01 08:00:00,47100.89,49156.0,46512.0,48810.52,49904.65528
2021-09-02 08:00:00,48810.51,50450.13,48584.06,49246.64,54410.770538
2021-09-03 08:00:00,49246.63,51000.0,48316.84,49999.14,59025.644157
2021-09-04 08:00:00,49998.0,50535.69,49370.0,49915.64,34664.65959
2021-09-05 08:00:00,49917.54,51900.0,49450.0,51756.88,40544.835873
2021-09-06 08:00:00,51756.88,52780.0,50969.33,52663.9,49249.667081
2021-09-07 08:00:00,52666.2,52920.0,42843.05,46863.73,123048.802719
2021-09-08 08:00:00,46868.57,47340.99,44412.02,46048.31,65069.3152
2021-09-09 08:00:00,46048.31,47399.97,45513.08,46395.14,50651.66002
2021-09-10 08:00:00,46395.14,47033.0,44132.29,44850.91,49048.26618
2021-09-11 08:00:00,44842.2,45987.93,44722.22,45173.69,30440.4081
2021-09-12 08:00:00,45173.68,46460.0,44742.06,46025.24,32094.28052
2021-09-13 08:00:00,46025.23,46880.0,43370.0,44940.73,65429.15056
2021-09-14 08:00:00,44940.72,47250.0,44594.44,47111.52,44855.85099
2021-09-15 08:00:00,47103.28,48500.0,46682.32,48121.41,43204.71174
2021-09-16 08:00:00,48121.4,48557.0,47021.1,47737.82,40725.08895
2021-09-17 08:00:00,47737.81,48150.0,46699.56,47299.98,34461.92776
2021-09-18 08:00:00,47299.98,48843.2,47035.56,48292.74,30906.47038
2021-09-19 08:00:00,48292.75,48372.83,46829.18,47241.75,29847.24349
2021-09-20 08:00:00,47241.75,47347.25,42500.0,43015.62,78003.524443
2021-09-21 08:00:00,43016.64,43639.0,39600.0,40734.38,84534.080485
2021-09-22 08:00:00,40734.09,44000.55,40565.39,43543.61,58349.05542
2021-09-23 08:00:00,43546.37,44978.0,43069.09,44865.26,48699.57655
2021-09-24 08:00:00,44865.26,45200.0,40675.0,42810.57,84113.426292
2021-09-25 08:00:00,42810.58,42966.84,41646.28,42670.64,33594.57189
2021-09-26 08:00:00,42670.63,43950.0,40750.0,43160.9,49879.99765
2021-09-27 08:00:00,43160.9,44350.0,42098.0,42147.35,39776.84383
2021-09-28 08:00:00,42147.35,42787.38,40888.0,41026.54,43372.2624
2021-09-29 08:00:00,41025.01,42590.0,40753.88,41524.28,33511.53487
2021-09-30 08:00:00,41524.29,44141.37,41410.17,43824.1,46381.22781
2021-10-01 08:00:00,43820.01,48495.0,43283.03,48141.61,66244.87492
2021-10-02 08:00:00,48141.6,48336.59,47430.18,47634.9,30508.98131
2021-10-03 08:00:00,47634.89,49228.08,47088.0,48200.01,30825.05601
2021-10-04 08:00:00,48200.01,49536.12,46891.0,49224.94,46796.49372
2021-10-05 08:00:00,49224.93,51886.3,49022.4,51471.99,52125.66793
2021-10-06 08:00:00,51471.99,55750.0,50382.41,55315.0,79877.545181
2021-10-07 08:00:00,55315.0,55332.31,53357.0,53785.22,54917.37766
2021-10-08 08:00:00,53785.22,56100.0,53617.61,53951.43,46160.25785
2021-10-09 08:00:00,53955.67,55489.0,53661.67,54949.72,55177.08013
2021-10-10 08:00:00,54949.72,56561.31,54080.0,54659.0,89237.836128
2021-10-11 08:00:00,54659.01,57839.04,54415.06,57471.35,52933.165751
2021-10-12 08:00:00,57471.35,57680.0,53879.0,55996.93,53471.2855
2021-10-13 08:00:00,55996.91,57777.0,54167.19,57367.0,55808.44492
2021-10-14 08:00:00,57370.83,58532.54,56818.05,57347.94,43053.336781
2021-10-15 08:00:00,57347.94,62933.0,56850.0,61672.42,82512.908022
2021-10-16 08:00:00,61672.42,62378.42,60150.0,60875.57,35467.88096
2021-10-17 08:00:00,60875.57,61718.39,58963.0,61528.33,39099.24124
2021-10-18 08:00:00,61528.32,62695.78,59844.45,62009.84,51798.44844
2021-10-19 08:00:00,62005.6,64486.0,61322.22,64280.59,53628.107744
2021-10-20 08:00:00,64280.59,67000.0,63481.4,66001.41,51428.934856
2021-10-21 08:00:00,66001.4,66639.74,62000.0,62193.15,68538.64537
2021-10-22 08:00:00,62193.15,63732.39,60000.0,60688.22,52119.35886
2021-10-23 08:00:00,60688.23,61747.64,59562.15,61286.75,27626.93678
2021-10-24 08:00:00,61286.75,61500.0,59510.63,60852.22,31226.57676
2021-10-25 08:00:00,60852.22,63710.63,60650.0,63078.78,36853.83806
2021-10-26 08:00:00,63078.78,63293.48,59817.55,60328.81,40217.50083
2021-10-27 08:00:00,60328.81,61496.0,58000.0,58413.44,62124.49016
2021-10-28 08:00:00,58413.44,62499.0,57820.0,60575.89,61056.35301
2021-10-29 08:00:00,60575.9,62980.0,60174.81,62253.71,43973.90414
2021-10-30 08:00:00,62253.7,62359.25,60673.0,61859.19,31478.12566
2021-10-31 08:00:00,61859.19,62405.3,59945.36,61299.8,39267.63794
2021-11-01 08:00:00,61299.81,62437.74,59405.0,60911.11,44687.66672
2021-11-02 08:00:00,60911.12,64270.0,60624.68,63219.99,46368.2841
2021-11-03 08:00:00,63220.57,63500.0,60382.76,62896.48,43336.09049
2021-11-04 08:00:00,62896.49,63086.31,60677.01,61395.01,35930.93314
2021-11-05 08:00:00,61395.01,62595.72,60721.0,60937.12,31604.48749
2021-11-06 08:00:00,60940.18,61560.49,60050.0,61470.61,25590.57408
2021-11-07 08:00:00,61470.62,63286.35,61322.78,63273.59,25515.6883
2021-11-08 08:00:00,63273.58,67789.0,63273.58,67525.83,54442.094554
2021-11-09 08:00:00,67525.82,68524.25,66222.4,66947.66,44661.378068
2021-11-10 08:00:00,66947.67,69000.0,62822.9,64882.43,65171.504046
2021-11-11 08:00:00,64882.42,65600.07,64100.0,64774.26,37237.98058
2021-11-12 08:00:00,64774.25,65450.7,62278.0,64122.23,44490.10816
2021-11-13 08:00:00,64122.22,65000.0,63360.22,64380.0,22504.97383
2021-11-14 08:00:00,64380.01,65550.51,63576.27,65519.1,25705.07347
2021-11-15 08:00:00,65519.11,66401.82,63400.0,63606.74,37829.37124
2021-11-16 08:00:00,63606.73,63617.31,58574.07,60058.87,77455.15609
2021-11-17 08:00:00,60058.87,60840.23,58373.0,60344.87,46289.38491
2021-11-18 08:00:00,60344.86,60976.0,56474.26,56891.62,62146.99931
2021-11-19 08:00:00,56891.62,58320.0,55600.0,58052.24,50715.88726
2021-11-20 08:00:00,58057.1,59845.0,57353.0,59707.51,33811.5901
2021-11-21 08:00:00,59707.52,60029.76,58486.65,58622.02,31902.22785
2021-11-22 08:00:00,58617.7,59444.0,55610.0,56247.18,51724.32047
2021-11-23 08:00:00,56243.83,58009.99,55317.0,57541.27,49917.85017
2021-11-24 08:00:00,57541.26,57735.0,55837.0,57138.29,39612.04964
2021-11-25 08:00:00,57138.29,59398.9,57000.0,58960.36,42153.51522
2021-11-26 08:00:00,58960.37,59150.0,53500.0,53726.53,65927.87066
2021-11-27 08:00:00,53723.72,55280.0,53610.0,54721.03,29716.99957
2021-11-28 08:00:00,54716.47,57445.05,53256.64,57274.88,36163.7137
2021-11-29 08:00:00,57274.89,58865.97,56666.67,57776.25,40125.28009
2021-11-30 08:00:00,57776.25,59176.99,55875.55,56950.56,49161.05194
2021-12-01 08:00:00,56950.56,59053.55,56458.01,57184.07,44956.63656
2021-12-02 08:00:00,57184.07,57375.47,55777.77,56480.34,37574.05976
2021-12-03 08:00:00,56484.26,57600.0,51680.0,53601.05,58927.69027
2021-12-04 08:00:00,53601.05,53859.1,42000.3,49152.47,114203.373748
2021-12-05 08:00:00,49152.46,49699.05,47727.21,49396.33,45580.82012
2021-12-06 08:00:00,49396.32,50891.11,47100.0,50441.92,58571.21575
2021-12-07 08:00:00,50441.91,51936.33,50039.74,50588.95,38253.46877
2021-12-08 08:00:00,50588.95,51200.0,48600.0,50471.19,38425.92466
2021-12-09 08:00:00,50471.19,50797.76,47320.0,47545.59,37692.68665
2021-12-10 08:00:00,47535.9,50125.0,46852.0,47140.54,44233.57391
2021-12-11 08:00:00,47140.54,49485.71,46751.0,49389.99,28889.19358
2021-12-12 08:00:00,49389.99,50777.0,48638.0,50053.9,26017.93421
2021-12-13 08:00:00,50053.9,50189.97,45672.75,46702.75,50869.52093
2021-12-14 08:00:00,46702.76,48700.41,46290.0,48343.28,39955.98445
2021-12-15 08:00:00,48336.95,49500.0,46547.0,48864.98,51629.181
2021-12-16 08:00:00,48864.98,49436.43,47511.0,47632.38,31949.86739
2021-12-17 08:00:00,47632.38,47995.96,45456.0,46131.2,43104.4887
2021-12-18 08:00:00,46133.83,47392.37,45500.0,46834.48,25020.05271
2021-12-19 08:00:00,46834.47,48300.01,46406.91,46681.23,29305.70665
2021-12-20 08:00:00,46681.24,47537.57,45558.85,46914.16,35848.50609
2021-12-21 08:00:00,46914.17,49328.96,46630.0,48889.88,37713.92924
2021-12-22 08:00:00,48887.59,49576.13,48421.87,48588.16,27004.2022
2021-12-23 08:00:00,48588.17,51375.0,47920.42,50838.81,35192.54046
2021-12-24 08:00:00,50838.82,51810.0,50384.43,50820.0,31684.84269
2021-12-25 08:00:00,50819.99,51156.23,50142.32,50399.66,19135.51613
2021-12-26 08:00:00,50399.67,51280.0,49412.0,50775.49,22569.88914
2021-12-27 08:00:00,50775.48,52088.0,50449.0,50701.44,28792.21566
2021-12-28 08:00:00,50701.44,50704.05,47313.01,47543.74,45853.33924
2021-12-29 08:00:00,47543.74,48139.08,46096.99,46464.66,39498.87
2021-12-30 08:00:00,46464.66,47900.0,45900.0,47120.87,30352.29569
2021-12-31 08:00:00,47120.88,48548.26,45678.0,46216.93,34937.99796
2022-01-01 08:00:00,46216.93,47954.63,46208.37,47722.65,19604.46325
2022-01-02 08:00:00,47722.66,47990.0,46654.0,47286.18,18340.4604
2022-01-03 08:00:00,47286.18,47570.0,45696.0,46446.1,27662.0771
2022-01-04 08:00:00,46446.1,47557.54,45500.0,45832.01,35491.4136
2022-01-05 08:00:00,45832.01,47070.0,42500.0,43451.13,51784.11857
2022-01-06 08:00:00,43451.14,43816.0,42430.58,43082.31,38880.37305
2022-01-07 08:00:00,43082.3,43145.83,40610.0,41566.48,54836.50818
2022-01-08 08:00:00,41566.48,42300.0,40501.0,41679.74,32952.73111
2022-01-09 08:00:00,41679.74,42786.7,41200.02,41864.62,22724.39426
2022-01-10 08:00:00,41864.62,42248.5,39650.0,41822.49,50729.17019
2022-01-11 08:00:00,41822.49,43100.0,41268.93,42729.29,37296.43729
2022-01-12 08:00:00,42729.29,44322.0,42450.0,43902.66,33943.2928
2022-01-13 08:00:00,43902.65,44500.0,42311.22,42560.11,34910.87762
2022-01-14 08:00:00,42558.35,43448.78,41725.95,43059.96,32640.88292
2022-01-15 08:00:00,43059.96,43800.0,42555.0,43084.29,21936.05616
2022-01-16 08:00:00,43084.29,43475.0,42581.79,43071.66,20602.35271
2022-01-17 08:00:00,43071.66,43176.18,41540.42,42201.62,27562.08613
2022-01-18 08:00:00,42201.63,42691.0,41250.0,42352.12,29324.08257
2022-01-19 08:00:00,42352.12,42559.13,41138.56,41660.01,31685.72159
2022-01-20 08:00:00,41660.0,43505.0,40553.31,40680.91,42330.33953
2022-01-21 08:00:00,40680.92,41100.0,35440.45,36445.31,88860.891999
2022-01-22 08:00:00,36445.31,36835.22,34008.0,35071.42,90471.338961
2022-01-23 08:00:00,35071.42,36499.0,34601.01,36244.55,44279.52354
2022-01-24 08:00:00,36244.55,37550.0,32917.17,36660.35,91904.753211
2022-01-25 08:00:00,36660.35,37545.14,35701.0,36958.32,49232.40183
2022-01-26 08:00:00,36958.32,38919.98,36234.63,36809.34,69830.16036
2022-01-27 08:00:00,36807.24,37234.47,35507.01,37160.1,53020.87934
2022-01-28 08:00:00,37160.11,38000.0,36155.01,37716.56,42154.26956
2022-01-29 08:00:00,37716.57,38720.74,37268.44,38166.84,26129.49682
2022-01-30 08:00:00,38166.83,38359.26,37351.63,37881.76,21430.66527
2022-01-31 08:00:00,37881.75,38744.0,36632.61,38466.9,36855.2458
2022-02-01 08:00:00,38466.9,39265.2,38000.0,38694.59,34574.44663
2022-02-02 08:00:00,38694.59,38855.92,36586.95,36896.36,35794.6813
2022-02-03 08:00:00,36896.37,37387.0,36250.0,37311.61,32081.10999
2022-02-04 08:00:00,37311.98,41772.33,37026.73,41574.25,64703.95874
2022-02-05 08:00:00,41571.7,41913.69,40843.01,41382.59,32532.34372
2022-02-06 08:00:00,41382.6,42656.0,41116.56,42380.87,22405.16704
2022-02-07 08:00:00,42380.87,44500.5,41645.85,43839.99,51060.62006
2022-02-08 08:00:00,43839.99,45492.0,42666.0,44042.99,64880.29387
2022-02-09 08:00:00,44043.0,44799.0,43117.92,44372.72,34428.16729
2022-02-10 08:00:00,44372.71,45821.0,43174.01,43495.44,62357.29091
2022-02-11 08:00:00,43495.44,43920.0,41938.51,42373.73,44975.1687
2022-02-12 08:00:00,42373.73,43079.49,41688.88,42217.87,26556.85681
2022-02-13 08:00:00,42217.87,42760.0,41870.0,42053.66,17732.08113
2022-02-14 08:00:00,42053.65,42842.4,41550.56,42535.94,34010.1306
2022-02-15 08:00:00,42535.94,44751.4,42427.03,44544.86,38095.19576
2022-02-16 08:00:00,44544.85,44549.97,43307.0,43873.56,28471.8727
2022-02-17 08:00:00,43873.56,44164.71,40073.21,40515.7,47245.99494
2022-02-18 08:00:00,40515.71,40959.88,39450.0,39974.44,43845.92241
2022-02-19 08:00:00,39974.45,40444.32,39639.03,40079.17,18042.0551
2022-02-20 08:00:00,40079.17,40125.44,38000.0,38386.89,33439.29011
2022-02-21 08:00:00,38386.89,39494.35,36800.0,37008.16,62347.68496
2022-02-22 08:00:00,37008.16,38429.0,36350.0,38230.33,53785.94589
2022-02-23 08:00:00,38230.33,39249.93,37036.79,37250.01,43560.732
2022-02-24 08:00:00,37250.02,39843.0,34322.28,38327.21,120476.29458
2022-02-25 08:00:00,38328.68,39683.53,38014.37,39219.17,56574.57125
2022-02-26 08:00:00,39219.16,40348.45,38573.18,39116.72,29361.2568
2022-02-27 08:00:00,39116.73,39855.7,37000.0,37699.07,46229.44719
2022-02-28 08:00:00,37699.08,44225.84,37450.17,43160.0,73945.63858
2022-03-01 08:00:00,43160.0,44949.0,42809.98,44421.2,61743.09873
2022-03-02 08:00:00,44421.2,45400.0,43334.09,43892.98,57782.65081
2022-03-03 08:00:00,43892.99,44101.12,41832.28,42454.0,50940.61021
2022-03-04 08:00:00,42454.0,42527.3,38550.0,39148.66,61964.68498
2022-03-05 08:00:00,39148.65,39613.24,38407.59,39397.96,30363.13341
2022-03-06 08:00:00,39397.97,39693.87,38088.57,38420.81,39677.26158
2022-03-07 08:00:00,38420.8,39547.57,37155.0,37988.0,63994.11559
2022-03-08 08:00:00,37988.01,39362.08,37867.65,38730.63,55583.06638
2022-03-09 08:00:00,38730.63,42594.06,38656.45,41941.71,67392.58799
2022-03-10 08:00:00,41941.7,42039.63,38539.73,39422.0,71962.93154
2022-03-11 08:00:00,39422.01,40236.26,38223.6,38729.57,59018.7642
2022-03-12 08:00:00,38729.57,39486.71,38660.52,38807.36,24034.36432
2022-03-13 08:00:00,38807.35,39310.0,37578.51,37777.34,32791.82359
2022-03-14 08:00:00,37777.35,39947.12,37555.0,39671.37,46945.45375
2022-03-15 08:00:00,39671.37,39887.61,38098.33,39280.33,46015.54926
2022-03-16 08:00:00,39280.33,41718.0,38828.48,41114.0,88120.76167
2022-03-17 08:00:00,41114.01,41478.82,40500.0,40917.9,37189.38087
2022-03-18 08:00:00,40917.89,42325.02,40135.04,41757.51,45408.00969
2022-03-19 08:00:00,41757.51,42400.0,41499.29,42201.13,29067.18108
2022-03-20 08:00:00,42201.13,42296.26,40911.0,41262.11,30653.33468
2022-03-21 08:00:00,41262.11,41544.22,40467.94,41002.25,39426.24877
2022-03-22 08:00:00,41002.26,43361.0,40875.51,42364.13,59454.94294
2022-03-23 08:00:00,42364.13,43025.96,41751.47,42882.76,40828.87039
2022-03-24 08:00:00,42882.76,44220.89,42560.46,43991.46,56195.12374
2022-03-25 08:00:00,43991.46,45094.14,43579.0,44313.16,54614.43648
2022-03-26 08:00:00,44313.16,44792.99,44071.97,44511.27,23041.61741
2022-03-27 08:00:00,44511.27,46999.0,44421.46,46827.76,41874.91071
2022-03-28 08:00:00,46827.76,48189.84,46663.56,47122.21,58949.2614
2022-03-29 08:00:00,47122.21,48096.47,46950.85,47434.8,36772.28457
2022-03-30 08:00:00,47434.79,47700.22,46445.42,47067.99,40947.2085
2022-03-31 08:00:00,47067.99,47600.0,45200.0,45510.34,48645.12667
2022-04-01 08:00:00,45510.35,46720.09,44200.0,46283.49,56271.06474
2022-04-02 08:00:00,46283.49,47213.0,45620.0,45811.0,37073.53582
2022-04-03 08:00:00,45810.99,47444.11,45530.92,46407.35,33394.67794
2022-04-04 08:00:00,46407.36,46890.71,45118.0,46580.51,44641.87514
2022-04-05 08:00:00,46580.5,47200.0,45353.81,45497.55,42192.74852
2022-04-06 08:00:00,45497.54,45507.14,43121.0,43170.47,60849.32936
2022-04-07 08:00:00,43170.47,43900.99,42727.35,43444.19,37396.54156
2022-04-08 08:00:00,43444.2,43970.62,42107.14,42252.01,42375.04203
2022-04-09 08:00:00,42252.02,42800.0,42125.48,42753.97,17891.66047
2022-04-10 08:00:00,42753.96,43410.3,41868.0,42158.85,22771.09403
2022-04-11 08:00:00,42158.85,42414.71,39200.0,39530.45,63560.44721
2022-04-12 08:00:00,39530.45,40699.0,39254.63,40074.94,57751.01778
2022-04-13 08:00:00,40074.95,41561.31,39588.54,41147.79,41342.27254
2022-04-14 08:00:00,41147.78,41500.0,39551.94,39942.38,36807.01401
2022-04-15 08:00:00,39942.37,40870.36,39766.4,40551.9,24026.35739
2022-04-16 08:00:00,40551.9,40709.35,39991.55,40378.71,15805.44718
2022-04-17 08:00:00,40378.7,40595.67,39546.17,39678.12,19988.49259
2022-04-18 08:00:00,39678.11,41116.73,38536.51,40801.13,54243.49575
2022-04-19 08:00:00,40801.13,41760.0,40571.0,41493.18,35788.85843
2022-04-20 08:00:00,41493.19,42199.0,40820.0,41358.19,40877.35041
2022-04-21 08:00:00,41358.19,42976.0,39751.0,40480.01,59316.27657
2022-04-22 08:00:00,40480.01,40795.06,39177.0,39709.18,46664.0196
2022-04-23 08:00:00,39709.19,39980.0,39285.0,39441.6,20291.42375
2022-04-24 08:00:00,39441.61,39940.0,38929.62,39450.13,26703.61186
2022-04-25 08:00:00,39450.12,40616.0,38200.0,40426.08,63037.12784
2022-04-26 08:00:00,40426.08,40797.31,37702.26,38112.65,66650.258
2022-04-27 08:00:00,38112.64,39474.72,37881.31,39235.72,57083.12272
2022-04-28 08:00:00,39235.72,40372.63,38881.43,39742.07,56086.6715
2022-04-29 08:00:00,39742.06,39925.25,38175.0,38596.11,51453.65715
2022-04-30 08:00:00,38596.11,38795.38,37578.2,37630.8,35321.18989
2022-05-01 08:00:00,37630.8,38675.0,37386.38,38468.35,38812.24104
2022-05-02 08:00:00,38468.35,39167.34,38052.0,38525.16,53200.92628
2022-05-03 08:00:00,38525.16,38651.51,37517.8,37728.95,40316.45358
2022-05-04 08:00:00,37728.95,40023.77,37670.0,39690.0,62574.61736
2022-05-05 08:00:00,39690.0,39845.51,35571.9,36552.97,88722.43355
2022-05-06 08:00:00,36552.97,36675.63,35258.0,36013.77,68437.80187
2022-05-07 08:00:00,36013.77,36146.3,34785.0,35472.39,34281.70682
2022-05-08 08:00:00,35472.4,35514.22,33713.95,34038.4,72445.64344
2022-05-09 08:00:00,34038.39,34243.15,30033.33,30076.31,191876.926428
2022-05-10 08:00:00,30074.23,32658.99,29730.4,31017.1,165532.00311
2022-05-11 08:00:00,31017.11,32162.59,27785.0,29103.94,207063.739278
2022-05-12 08:00:00,29103.94,30243.0,26700.0,29029.75,204507.263138
2022-05-13 08:00:00,29029.74,31083.37,28751.67,29287.05,97872.36957
2022-05-14 08:00:00,29287.05,30343.27,28630.0,30086.74,51095.87863
2022-05-15 08:00:00,30086.74,31460.0,29480.0,31328.89,46275.66912
2022-05-16 08:00:00,31328.89,31328.9,29087.04,29874.01,73082.19658
2022-05-17 08:00:00,29874.01,30788.37,29450.38,30444.93,56724.13307
2022-05-18 08:00:00,30444.93,30709.99,28654.47,28715.32,59749.15799
2022-05-19 08:00:00,28715.33,30545.18,28691.38,30319.23,67877.36415
2022-05-20 08:00:00,30319.22,30777.33,28730.0,29201.01,60517.25325
2022-05-21 08:00:00,29201.01,29656.18,28947.28,29445.06,20987.13124
2022-05-22 08:00:00,29445.07,30487.99,29255.11,30293.94,36158.98748
2022-05-23 08:00:00,30293.93,30670.51,28866.35,29109.15,63901.49932
2022-05-24 08:00:00,29109.14,29845.86,28669.0,29654.58,59442.96036
2022-05-25 08:00:00,29654.58,30223.74,29294.21,29542.15,59537.38659
2022-05-26 08:00:00,29542.14,29886.64,28019.56,29201.35,94581.65463
2022-05-27 08:00:00,29201.35,29397.66,28282.9,28629.8,90998.5201
2022-05-28 08:00:00,28629.81,29266.0,28450.0,29031.33,34479.35127
2022-05-29 08:00:00,29031.33,29587.78,28839.21,29468.1,27567.34764
2022-05-30 08:00:00,29468.1,32222.0,29299.62,31734.22,96785.9476
2022-05-31 08:00:00,31734.23,32399.0,31200.01,31801.04,62433.11632
2022-06-01 08:00:00,31801.05,31982.97,29301.0,29805.83,103395.63382
2022-06-02 08:00:00,29805.84,30689.0,29594.55,30452.62,56961.42928
2022-06-03 08:00:00,30452.63,30699.0,29282.36,29700.21,54067.44727
2022-06-04 08:00:00,29700.21,29988.88,29485.0,29864.04,25617.90113
2022-06-05 08:00:00,29864.03,30189.0,29531.42,29919.21,23139.9281
2022-06-06 08:00:00,29919.2,31765.64,29890.23,31373.1,68836.92456
2022-06-07 08:00:00,31373.1,31589.6,29218.96,31125.33,110674.51658
2022-06-08 08:00:00,31125.32,31327.22,29843.88,30204.77,68542.61276
2022-06-09 08:00:00,30204.77,30700.0,29944.1,30109.93,46291.1865
